data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,b35890ae9598e937ecb78fb0,WALTER HEUER AUDITORES INDEPENDENTES,,,,167,2103-00-00,2103-00-00,61.411.393/0001-10,33.037.169/0001-75,,,PRIVADO,,0021,21,21,AEROFOTO CRUZEIRO,AEROFOTO CRUZEIRO SA,1992-12-01,,,1977-07-20,1992-12-01,,1977-07-20,,,,,"AV. ALMIRANTE FRONTIN, 381","AV. ALMIRANTE FRONTIN, 381",ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,LEOPOLDINO C.DE AMORIM FILHO,Serviços Diversos,CANCELADA,,2290-52-12,2905212,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,4f370ef9ebff15455aa43b91,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Bairro Sítio Tamboré,SÍTIO TAMBORE,Categoria A,19313,6460040,6460040,61.366.936/0001-25,01.917.705/0001-30,5 andar Sala 1,7º ANDAR,PRIVADO HOLDING,11,11,11,11,AES ELPA,AES ELPA SA,2018-09-05,1997-06-01,2010-01-01,2016-04-01,2018-09-05,2002-10-14,2002-10-14,ri.aeseletropaulo@aes.com,ri.aeselpa@aes.com,2195-21-55,2195-23-08,"Av. Dr. Marcos Penteado de Ulhôa Rodrigues, nº 939. Torre II",AV DR MARCOS P DE U RODRIGUES,CANCELAMENTO VOLUNTÁRIO,BARUERI,BARUERI,BRASIL,,CLARISSA DELLA NINA SADDOCK ACCORSI,Emp. Adm. Part. - Energia Elétrica,CANCELADA,FASE OPERACIONAL,2195-70-48,2195-70-48,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,afbe5ddf8e9b03d82176095e,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,BROOKLIN PAULISTA,BROOKLIN PAULISTA,Categoria A,18970,4578000,4578000,61.366.936/0001-25,04.128.563/0001-10,12º ANDAR,12º ANDAR,PRIVADO,011,11,11,11,CIA BRASILIANA DE ENERGIA,AES TIETÊ ENERGIA S.A,2021-05-13,2000-11-06,2010-01-01,2017-10-01,2021-05-13,2002-10-01,2001-06-29,ciabrasiliana@aes.com,ri.aesbrasil@aes.com,2195-21-55,4197-49-25,"AV. NAçõES UNIDAS, 12.495","AV. NAÇÕES UNIDAS, 12.495",ELISÃO POR INCORPORAÇÃO,SÃO PAULO,SÃO PAULO,BRASIL,,CLARISSA DELLA NINA SADOCK ACCORSI,Emp. Adm. Part. - Energia Elétrica,CANCELADA,FASE OPERACIONAL,2195-70-48,4197-49-25,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f919e4582794e967bd50434e,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,BROOKLIN PAULISTA,BROOKLIN PAULISTA,Categoria A,18970,4578000,4578000,61.366.936/0001-25,04.128.563/0001-10,12º ANDAR,12º ANDAR,PRIVADO,011,11,11,11,CIA BRASILIANA DE ENERGIA,AES TIETÊ ENERGIA S.A,2021-05-13,2000-11-06,2010-01-01,2017-10-01,2021-05-13,2002-10-01,2001-06-29,ciabrasiliana@aes.com,ri.aesbrasil@aes.com,2195-21-55,4197-49-25,"AV. NAçõES UNIDAS, 12.495","AV. NAÇÕES UNIDAS, 12.495",ELISÃO POR INCORPORAÇÃO,SÃO PAULO,SÃO PAULO,BRASIL,,CLARISSA DELLA NINA SADOCK ACCORSI,Emp. Adm. Part. - Energia Elétrica,CANCELADA,FASE OPERACIONAL,2195-70-48,4197-49-25,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,087bc329165f4632d7cdca25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Tamboré,SITIO TAMBORÉ,Categoria A,18350,6460040,6460040,61.366.936/0001-25,02.998.609/0001-27,Torre II,939 TORRE2 7º AND.,PRIVADO,11,11,11,11,AES TIETE SA,AES TIETE SA,2015-12-31,1999-02-04,2010-01-01,2013-11-30,2015-10-26,1999-07-14,1999-07-14,ri.aestiete@aes.com,ri.aestiete@aes.com,2195-21-55,2195-23-08,"Av. Doutor Marcos Penteado Ulhôa Rodrigues, nº 939",AV DR MARCOS PENTEADO ULHÔA R,ELISÃO POR INCORPORAÇÃO,BARUERI,BARUERI,BRASIL,,FRANCISCO JOSÉ MORANDI LOPEZ,Energia Elétrica,CANCELADA,FASE OPERACIONAL,2195-70-48,2195-22-85,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,0fee82c074df06d5d6d6e6b9,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Tamboré,SITIO TAMBORÉ,Categoria A,18350,6460040,6460040,61.366.936/0001-25,02.998.609/0001-27,Torre II,939 TORRE2 7º AND.,PRIVADO,11,11,11,11,AES TIETE SA,AES TIETE SA,2015-12-31,1999-02-04,2010-01-01,2013-11-30,2015-10-26,1999-07-14,1999-07-14,ri.aestiete@aes.com,ri.aestiete@aes.com,2195-21-55,2195-23-08,"Av. Doutor Marcos Penteado Ulhôa Rodrigues, nº 939",AV DR MARCOS PENTEADO ULHÔA R,ELISÃO POR INCORPORAÇÃO,BARUERI,BARUERI,BRASIL,,FRANCISCO JOSÉ MORANDI LOPEZ,Energia Elétrica,CANCELADA,FASE OPERACIONAL,2195-70-48,2195-22-85,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,1b1e258eeaba45f76159a01a,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Vila Nova Conceição,VILA NOVA CONCEIÇAO,Categoria B,18104,4543000,4543000,61.366.936/0001-25,02.808.481/0001-91,"7° andar, parte","510,7° ANDAR-PARTE",PRIVADO HOLDING,11,11,011,11,AETATIS SECURITIZADORA,AETATIS SECURITIZADORA S.A.,2016-06-24,1998-09-14,2010-01-01,2003-07-11,2016-06-24,2006-08-02,1998-12-17,jn@hsinvest.com,jorge.nunez@hsinvest.com,3127-55-55,3127-55-55,"Avenida Presidente Juscelino Kubitschek, n° 510","AV. PRES JUSCELINO KUBITSCHEK,",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,JORGE CARLOS NUÑEZ,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,3127-55-00,3127-55-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,cb12a3e57b5903e5f7f056f1,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Itaim Bibi,ITAIM BIBI,Categoria A,20150,4542000,4542000,61.366.936/0001-25,07.620.094/0001-40,conj 31,"758, CJ 31",PRIVADO,11,011,11,011,AFLUENTE G,AFLUENTE GERAÇÃO DE ENERGIA ELÉTRICA S.A.,2017-11-24,2005-08-31,2010-01-01,2017-03-17,2017-11-24,2006-07-12,2006-07-12,ri.afluente@neoenergia.com,tiago.rodrigues@contourglobal.com,3147-70-00,3147-70-00,"Rua Leopoldo Couto Magalhães Júnior, 758",RUA LEOPOLDO COUTO MAGALHÃES J,CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,TIAGO MANUEL CAETANO RODRIGUES HENRIQUES JORGE,Energia Elétrica,CANCELADA,FASE OPERACIONAL,3147-71-64,3147-71-64,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,56e64453cb633c3a9ca64885,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Flamengo,Flamengo,Categoria A,22179,2221-09-04,2221-00-30,49.928.567/0001-11,10.338.320/0001-00,10º andar,10º andar,PRIVADO HOLDING,21,,21,21,AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,AFLUENTE TRANSMISSÃO DE ENERGIA ELETRICA S/A,,2008-08-18,2010-09-24,2022-04-26,2010-09-24,2010-09-24,2010-09-24,ri@neoenergia.com,ri@neoenergia.com,3235-98-76,,"Praia do Flamengo, 78","Praia do Flamengo, 78",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Renato de Almeida Rocha,Energia Elétrica,ATIVO,FASE OPERACIONAL,3235-98-24,3235-98-28,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,5a777e86adee0873535e3efe,KPMG AUDITORES INDEPENDENTES LTDA.,CERQUEIRA CESAR,CERQUEIRA CESAR,,12343,1309900,1309900,57.755.217/0001-29,61.573.796/0001-66,,7º ANDAR,PRIVADO,0011,11,11,11,AGF BRASIL SEGUROS,AGF BRASIL SEGUROS SA,2005-05-30,1904-11-01,,2003-08-25,2005-05-30,,1985-04-09,sgraciano@agf.com.br,max.thiermann@agf.com.br,3171-65-06,3284-99-36,"RUA LUÍS COELHO, 26",RUA LUIS COELHO Nº 26,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,SÃO PAULO,BRASIL,,MAX JOAQUIN ERNESTO THIERMANN WELLER,Seguradoras e Corretoras,CANCELADA,,3171-66-87,3171-68-56,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,ecacdd479fa378a50ca6f3e1,GUILHERME HERZOG FILHO,,,,175,2270-00-00,2003-00-00,00.033.461/5207-30,33.058.793/0001-59,,,PRIVADO,,0021,21,21,AGGS INDS GRAFICAS,AGGS INDS GRAFICAS SA,1987-05-04,,,1971-05-14,1987-05-04,,1971-05-14,,,,,EST DOS BANDEIRANTES 1700 BL A,AV PRES WILSON 165/3 S 301-12,ELISÃO POR INCORPORAÇÃO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,HELIO PAULO ROSA GONCALVES,Gráficas e Editoras,CANCELADA,,3342-03-33,2926116,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,d7e1b0db0de283237e07130e,RUHTRA S/C,CERQUEIRA CESAR,VILA CLEMENTINO,,3921,1311940,4022020,33.017.310/0001-78,61.442.752/0001-05,,,PRIVADO,11,0011,11,11,CIA PETR SAO PAULO,AGIP DISTRIBUIDORA SA,2000-01-14,,,1975-10-10,2000-01-14,,1975-10-10,,,5758722,5738342,"AV PAULISTA, 2073/2º TER/TR5","R LEOPOLDO DE BULHÕES, 40",ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,DANIEL FAUNE FONTOLAN,Petróleo e Gás,CANCELADA,,5740855,5740855,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,a0dd8a1d919e34ddafe1c16e,TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,VILA OLIMPIA,VILA OLIMPIA,Categoria A,20664,4547005,4547005,00.326.016/0001-99,07.698.047/0001-10,,6 ANDAR,PRIVADO,11,11,11,11,AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A,AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A,2010-05-28,2005-08-05,2010-01-01,2007-02-12,2010-05-28,,2007-04-19,ri@agra.com.br,rsetton@agra.com.br,3527-00-01,3527-00-01,RUA GOMES DE CARVALHO 1510/6º,"RUA GOMES DE CARVALHO, 1510",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,RICARDO SETTON,"Construção Civil, Mat. Constr. e Decoração",CANCELADA,,3527000,3527-02-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,c349af9f642b3549c978bb91,ARTHUR ANDERSEN BIEDERMANN A I,SÃO CIRO,SÃO CIRO,,183,9505-51-80,9505-51-80,44.038.248/0001-17,88.610.324/0001-92,,,PRIVADO,54,0054,54,54,AGRALE,AGRALE SA,2000-06-26,,,1977-07-20,2000-06-26,,1977-07-20,contabil@agrale.com.br,juridico@agrale.com.br,2291422,2291422,ROD BR 116 KM 145 NR 15104,"ROD BR 116 KM 145, 15104",ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CAXIAS DO SUL,SÃO PAULO,BRASIL,,HUGO DOMINGOS ZATTERA,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,2291133,2291133,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,SP
2026-06-18,cvm_cadastro_companhias_abertas,,36a8082bc801d0bb33121ce4,TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,VILA OLIMPIA,VILA OLIMPIA,Categoria A,21911,4547005,4547005,00.326.016/0001-99,11.040.082/0001-14,6º ANDAR,6º ANDAR,PRIVADO,11,11,0011,11,AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA,AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA,2010-07-19,2009-07-16,2010-01-01,2009-10-15,2010-07-19,,2009-12-22,ri@grupoagre.com.br,ri@grupoagre.com.br,3296-04-01,3296-02-01,"RUA GOMES DE CARVALHO, 1510","RUA GOMES DE CARVALHO, 1510",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,,RICARDO SETTON,"Construção Civil, Mat. Constr. e Decoração",CANCELADA,,3296-01-00,3296-04-60,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,1bcb90d92fbe64ed8d9acb0b,,,,,191,9000-00-00,9000-00-00,,88.070.990/0001-85,,,ESTRANGEIRO,,0512,0512,0512,AGRILEASING,AGRILEASING SA ARREND MERC,1985-09-30,,,1983-01-24,1985-09-30,,1983-01-24,,,,,"RUA DOS ANDRADAS, 1261/ 3 AND.","RUA DOS ANDRADAS, 1261/3 ANDAR",ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,PORTO ALEGRE,PORTO ALEGRE,BRASIL,,OSVALDO BURGOS SCHIRMER,Arrendamento Mercantil,CANCELADA,,2611344,2611344,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,cd3dd7efba204eb34cc9e464,,CENTRO,,,205,5810-00-80,5810-00-00,,09.378.563/0001-92,,,PRIVADO,,0083,83,83,CARIRISA,AGRO PASTORIL CARIRI SA CARIRISA,2005-08-09,,,1977-07-20,2005-08-09,,1977-07-20,,,,,RUA SEMEAO LEAL 150 SOBRELOJA,RUA GERALDO PORTO 160 CATOLE,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CAMPINA GRANDE,CAMPINA GRANDE,BRASIL,,ALTAMAR MIRANDA,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,3213690,3218336,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PB,PB
2026-06-18,cvm_cadastro_companhias_abertas,,11ffaa3360046c956d92ce08,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA,Setor Bueno,"Anexo B, Setor Bueno",Categoria A,25658,7423-00-25,7423-00-25,54.276.936/0001-79,21.240.146/0001-84,23 andar Anexo B,23 andar,PRIVADO,,,11,63,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,,2014-10-02,2021-03-19,2026-02-05,2021-03-19,2024-09-18,2021-03-19,ri@agrogalaxy.com.br,ri@agrogalaxy.com.br,,,"Rua T-37, esquina com a T-12, nº 35, salas nº 2301 a 2311","Rua T-37, esquina com a T-12, nº 35, salas nº 2301 a 2311",,GOIÂNIA,GOIÁS,BRASIL,,Luiz Gabriel Piovezani Silva,Comércio (Atacado e Varejo),ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,3014-75-80,3773-07-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,GO,
2026-06-18,cvm_cadastro_companhias_abertas,,8ca3e0fea4c062850e2d93d2,WALTER HEUER AUDITORES INDEPENDENTES,,,,221,3051-00-00,3051-00-00,61.411.393/0001-10,21.444.765/0001-90,,,PRIVADO,,0031,31,31,AGRONORTE,AGRONORTE SA,2005-12-20,,,1977-07-20,2005-12-20,,1977-07-20,,,,,AV AMAZONAS 7700 BAIRRO CABANA,"AV. AMAZONAS, 7700",CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,EZIO SOUZA DE DEUS JUNIOR,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,3331188,3339566,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,834241cf853273a4ba473037,PAES DE MENEZES AUD INDEP SC,,,,213,7867-00-00,1315000,54.640.412/0001-15,03.143.716/0001-36,,,PRIVADO,,0011,11,11,TAMAKAVY,AGROPECUARIA TAMAKAVY SA,1988-02-25,,,1983-09-16,1988-02-25,,1983-09-16,ricado@rmello.adv.br,,,,FAZ TAMAKAVY S/Nº,"RUA JACEGUAI, 496",ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,SÃO FÉLIX DO ARAGUAIA,SÃO PAULO,BRASIL,,DELPHIM NATARIO,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,377657,377657,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MT,SP
2026-06-18,cvm_cadastro_companhias_abertas,,ea037550033da4eee1b9c789,KPMG AUDITORES INDEPENDENTES LTDA.,Todos os Santos,Jardim Paulistano,Categoria B,25615,6408-90-40,1452001,57.755.217/0001-29,27.157.474/0001-06,,,PRIVADO,86,,86,11,ÁGUAS DE TERESINA SANEAMENTO SPE S.A.,ÁGUAS DE TERESINA SANEAMENTO SPE S.A.,,2017-02-21,2021-02-25,2020-11-09,2021-02-25,2020-10-13,2021-02-25,dri@aegea.com.br,dri@aegea.com.br,3301-80-00,,"Avenida Professor Camilo Filho, n° 1.960","Avenida Brigadeiro Faria Lima, nº 1.663, 1º andar, sala 1",,TERESINA,SÃO PAULO,BRASIL,,André Pires de Oliveira Dias,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3301-80-00,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PI,SP
2026-06-18,cvm_cadastro_companhias_abertas,,8d5ebb78a4569feca6977c96,KPMG AUDITORES INDEPENDENTES LTDA.,Marco,Jardim Paulistano,Categoria B,27979,6609-30-20,1452001,57.755.217/0001-29,61.067.901/0001-95,,"1º andar, sala 1",PRIVADO,,,19,11,ÁGUAS DO PARÁ A SPE S.A,ÁGUAS DO PARÁ A SPE S.A,,2025-05-19,2025-10-02,2025-08-27,2026-01-15,2025-10-02,2026-01-15,dri@aegea.com.br,dri@aegea.com.br,,,"Rua Almirante Barroso, nº 425","Avenida Brigadeiro Faria Lima, nº 1.663",,BELÉM,SÃO PAULO,BRASIL,,André Pires de Oliveira Dias,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3459-83-00,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PA,SP
2026-06-18,cvm_cadastro_companhias_abertas,,9d36af6f61a1c3587ca15744,KPMG AUDITORES INDEPENDENTES LTDA.,Padre Luiz,Jardim Paulistano,Categoria B,27960,6860-00-00,1452001,57.755.217/0001-29,61.067.902/0001-30,sala 01,"1º andar, sala 1",PRIVADO,,,19,11,ÁGUAS DO PARÁ B SPE S.A.,ÁGUAS DO PARÁ B SPE S.A.,,2025-05-19,2025-10-02,2025-08-27,2026-01-15,2025-10-02,2026-01-15,dri@aegea.com.br,dri@aegea.com.br,,,"Avenida Coronel Nazeazeno Ferreira, nº 393","Avenida Brigadeiro Faria Lima, nº 1.663",,BRAGANÇA,SÃO PAULO,BRASIL,,André Pires de Oliveira Dias,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3459-83-00,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PA,SP
2026-06-18,cvm_cadastro_companhias_abertas,,cad18cc4ba75b8524ad79870,KPMG AUDITORES INDEPENDENTES LTDA.,Primavera,Jardim Paulistano,Categoria B,27987,6851-50-00,1452001,57.755.217/0001-29,61.067.904/0001-29,Lote 16 B COM,"1º andar, sala 1",PRIVADO,,,19,11,ÁGUAS DO PARÁ D SPE S.A.,ÁGUAS DO PARÁ D SPE S.A.,,2025-05-19,2025-10-02,2025-08-27,2026-01-15,2025-10-02,2026-01-15,dri@aegea.com.br,dri@aegea.com.br,,,"Rua A, nº 613, Quadra 09","Avenida Brigadeiro Faria Lima, nº 1.663",,PARAUAPEBAS,SÃO PAULO,BRASIL,,André Pires de Oliveira Dias,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3459-83-00,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,PA,SP
2026-06-18,cvm_cadastro_companhias_abertas,,7316276c04699de159fb26e4,KPMG AUDITORES INDEPENDENTES LTDA.,Saúde,Saúde,Categoria B,26735,2008-12-50,2008-12-50,57.755.217/0001-29,42.310.775/0001-03,"Armazém 2, Bloco 1","Armazém 2, Bloco 1",PRIVADO,,,11,11,ÁGUAS DO RIO 1 SPE S.A.,ÁGUAS DO RIO 1 SPE S.A.,,2021-05-26,2021-11-04,2022-03-19,2022-03-30,2021-11-04,2022-03-30,dri@aegea.com.br,dri@aegea.com.br,,,"Avenida Rodrigues Alves, nº 10","Avenida Rodrigues Alves, nº 10",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Anselmo Henrique Seto Leal,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3818-81-50,3818-81-50,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,d4220317a349bf48928b1f6a,KPMG AUDITORES INDEPENDENTES LTDA.,Saúde,Saúde,Categoria B,26743,2008-12-50,2008-12-50,57.755.217/0001-29,42.644.220/0001-06,"Armazém 2, Bloco 4","Armazém 2, Bloco 4",PRIVADO,,,11,11,ÁGUAS DO RIO 4 SPE S.A.,ÁGUAS DO RIO 4 SPE S.A.,,2021-05-26,2021-11-05,2022-03-18,2022-03-30,2021-11-04,2022-03-30,dri@aegea.com.br,dri@aegea.com.br,,,"Avenida Rodrigues Alves, nº 10","Avenida Rodrigues Alves, nº 10",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Anselmo Henrique Seto Leal,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3818-81-50,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,7631dc42c55ed122c4ae1e41,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Centro Histórico,Fazenda Oalhano,Categoria B,27359,5720-00-00,8605-04-90,61.562.112/0001-20,45.456.117/0001-12,,Apto 903,PRIVADO HOLDING,,,82,43,ÁGUAS DO SERTAO S.A.,ÁGUAS DO SERTAO S.A.,,2022-02-01,2023-10-30,2023-02-23,2023-11-03,2023-10-30,2023-11-03,administracao@aguasdosertao.com,claudio.ramos@conasa.com,,,"Praça Comendador Peixoto, 117, sala ""I"", Centro","Rua João Huss, 380",,PENEDO,LONDRINA,BRASIL,,Cláudio Roberto de Leoni Ramos,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3512-00-15,3025-36-36,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,AL,PR
2026-06-18,cvm_cadastro_companhias_abertas,,82a1f6aafd1ed1cab478cb3b,KPMG AUDITORES INDEPENDENTES LTDA.,Santa Fé,Jardim Paulistano,Categoria B,23442,7902-11-70,1452001,57.755.217/0001-29,04.089.570/0001-50,,"1º andar, sl 1",PRIVADO,,,67,11,AGUAS GUARIROBA S.A,AGUAS GUARIROBA S.A.,,2000-09-29,2014-08-06,2020-11-10,2014-08-06,2014-06-03,2014-08-06,dri@aegea.com.br,dri@aegea.com.br,,,"Rua Antonio Maria Coelho, n.º 5401","Av Brigadeiro Faria Lima, nº 1.663 - Ed. Plaza São Lourenço",,CAMPO GRANDE,SÃO PAULO,BRASIL,,André Pires de Oliveira Dias,"Saneamento, Serv. Água e Gás",ATIVO,FASE OPERACIONAL,3389-57-48,3818-81-50,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,MS,SP
2026-06-18,cvm_cadastro_companhias_abertas,,4521f4a5b8de39a7453ada04,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Distrito Industrial,DISTRITO INDUSTRIAL,Categoria B,21806,1328-00-00,1328-00-00,61.562.112/0001-20,09.594.796/0001-22,,,PRIVADO,19,19,19,19,AGV HOLDING S/A,AGV HOLDING S/A,2014-03-10,1998-10-23,2010-01-01,2008-11-19,2014-03-10,2009-11-05,2009-11-05,mario.murano@agv.com.br,vasco@agv.com.br,3876-90-07,3876-90-07,"Estrada Vinhedo Viracopos KM 4, S/Nº","RUA EDGARD MARCHIORI, 255",CANCELAMENTO VOLUNTÁRIO,VINHEDO,VINHEDO,BRASIL,,VASCO CARVALHO OLIVEIRA NETO,Emp. Adm. Part. - Serviços Transporte e Logística,CANCELADA,FASE OPERACIONAL,3876-84-02,3876-90-49,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6c50e757a940c64681795bc5,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,,,,9288,4205900,4205000,61.366.936/0001-25,60.830.296/0001-08,,,ESTRANGEIRO,11,0011,11,11,OXIGENIO DO BRASIL,AIR LIQUIDE,1998-11-19,,,1970-09-17,1998-11-19,,1970-09-17,,,2722310,,"PRACA NAMI JAFET, 44","PRACA NAMI JAFET, 44",ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,FRANCOIS DANIEL M LAFEUILLE,Outras Atividades Industriais,CANCELADA,,2742033,2742033,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
